category_id,views,likes,dislikes,comment_total
24,365116,26710,392,2476
27,961827,24567,961,2753
26,100016,6696,78,679
19,67156,182,7,94
24,1496784,61212,1247,6124
24,305803,9581,216,995
24,105350,2208,48,125
23,100118,3156,466,429
25,26481,215,29,81
28,205498,12930,209,2479
20,30846,453,17,435
28,59135,1604,36,183
25,403747,1586,298,767
1,292661,4704,187,632
10,103179,169,5,81
15,95741,4749,20,487
1,1596548,37556,1144,6731
22,94842,5011,69,438
26,536693,20794,419,3367
10,43252,7930,20,826
10,20931,302,4,79
10,18089,1157,13,124
26,265660,14984,164,1378
27,52941,1719,38,319
2,1136677,21584,1318,8985
24,209132,1608,83,250
24,1667035,58956,1989,5079
10,355558,26495,181,2266
24,3794392,70200,4587,9142
25,235474,501,799,724
20,250559,4073,200,1361
22,1085106,30373,660,5581
1,986576,26725,759,1124
28,48585,235,14,116
26,3304860,111619,1664,8363
10,26054,1607,44,145
22,232082,632,22,0
1,556461,27542,295,2967
26,593522,27950,283,3416
26,70553,2846,96,554
22,123000,132,27,96
25,18614,146,10,17
26,40511,2814,26,259
17,1243,4,1,0
22,2557131,105292,4152,21600
22,5189928,249525,188836,101387
23,888666,13331,4298,2607
10,10944706,333571,22694,31875
24,1367572,69585,869,11670
25,958557,4449,1946,8408
1,124361,3239,206,393
28,428150,14225,606,2341
24,794350,36062,694,4684
22,184418,11561,475,1415
24,866712,13740,1420,2204
24,883661,8850,833,1123
23,2301798,111571,2980,6153
22,1913379,129744,4313,15172
1,697423,3303,351,0
24,3308652,61918,6168,19388
17,22200,258,20,66
26,142517,9381,134,1429
26,430772,20614,230,3756
17,494594,1757,222,1573
25,923246,2159,843,2324
10,630274,33856,457,2187
26,1715898,96479,1271,8973
23,300654,5195,592,942
23,722288,6019,2162,1957
26,78909,3690,151,667
28,1611838,26492,4288,6514
24,402819,4174,407,462
1,1318301,14943,1079,1724
10,643106,52876,365,6094
22,203117,10897,460,2545
25,649911,25885,908,3164
24,351832,11518,288,1193
24,1101135,4655,201,558
26,34240,1898,25,166
23,4175780,361052,6677,23243
1,63612,5203,250,2322
23,569448,12799,2209,1899
1,48720,713,9,67
23,2554293,164754,1597,18934
23,1968311,86214,910,21538
22,292896,12609,207,1940
28,104520,2039,23,260
24,37261,803,61,238
25,83906,422,189,1149
10,2373665,277868,1006,24267
22,3150095,131981,1512,9159
22,668186,21171,1443,2311
24,225785,6143,127,537
24,2856877,62776,1268,1500
24,382515,1132,659,1094
25,47906,358,58,438
28,174974,4721,100,542
28,2497096,72029,621,5921
22,135116,12924,125,809
10,385798,20113,476,1232
10,195492,4244,182,289
22,362611,7037,1853,1573
10,36900,2091,74,452
10,126103,15926,53,809
28,722624,35824,730,4923
10,1560465,74611,1997,3552
10,46311,288,8,22
1,1570276,48988,338,2222
10,31651,1532,24,126
26,852121,65212,911,6799
26,717404,23900,442,3329
28,2237810,23184,4577,6973
10,13501685,1013883,11581,157635
10,1733474,108832,1883,10698
23,1275738,37495,503,3601
22,885969,9772,849,730
26,674348,26026,547,2342
22,207054,19325,176,1870
26,871707,59110,427,4096
22,558989,56452,203,4159
26,394417,15786,590,2065
26,251942,14093,215,1817
24,332898,16175,614,1378
10,95229,3135,108,318
24,175751,1877,42,140
17,286065,8837,406,315
26,1380990,79919,966,12703
2,32853,734,7,78
10,174170,11310,54,498
22,432275,32794,160,4534
22,1880966,37115,1235,4211
1,1088163,12106,868,1789
1,139123,617,7,37
26,104556,4391,110,597
28,138958,1227,15,107
2,168664,474,8,51
27,164771,6633,853,1041
10,4272775,259507,4137,19035
10,216512,12440,142,574
24,397771,1332,1630,1099
24,2142941,75361,1696,8481
22,3395,180,0,7
25,59450,398,63,158
23,1213663,49377,937,3003
10,106825,4806,106,785
10,107323,4761,35,560
24,408785,7205,244,526
23,285667,9023,184,888
26,130634,8583,40,646
28,19707391,381919,69465,0
22,735378,9978,179,709
10,153943,2616,114,518
26,648076,28204,626,3133
10,157761,7910,280,863
10,51836,271,5,32
24,36948,63,2,0
15,2333102,46801,954,5702
25,16376,26,131,93
24,6109026,369963,23207,38850
24,436715,8099,447,1094
28,4633101,35111,7231,12823
22,220338,3158,108,336
10,83980,2119,351,620
24,36595,208,34,117
26,58686,3683,45,387
24,251788,3553,64,346
17,184224,6830,243,451
24,110540,726,38,49
24,310826,21111,155,1693
10,34972,2008,19,83
27,89617,5362,76,668
23,731197,3447,835,1199
24,454794,10554,644,1001
22,145407,2615,355,1251
22,8347038,687381,54352,130106
23,3037052,157883,1779,9107
10,72981,10156,32,890
10,256804,7823,141,366
26,32639,1471,23,216
10,52752,2410,37,201
10,213404,833,68,53
26,1513874,92549,2175,14951
28,868741,35004,945,3755
10,116960,17372,78,2583
10,118637,2486,60,136
24,67327,1513,6,112
24,2259149,38699,1573,4566
10,266816,10184,189,828
24,662501,44331,685,6640
10,3501124,123557,9636,8211
1,2156550,47051,849,3314
19,251472,9892,145,2160
24,158271,320,63,139
17,207227,2918,84,344
23,207999,16425,273,2529
10,3331,373,3,55
28,943474,25418,1031,4786
26,323710,18879,303,1618
10,314127,15315,178,1029
26,804842,39315,352,3744
10,86098,6848,30,275
23,1261482,47349,798,3205
28,4484393,98828,11533,20901
26,69148,3526,16,229
22,3122153,218697,1141,17755
24,549702,21980,505,1567
1,1771274,109494,3629,20727
26,56164,8211,55,1421
10,182568,1032,13,119
23,1434594,46448,1080,2004
28,1232902,44449,1357,4118
10,298514,12411,436,1001
1,1644821,37539,1218,4278
10,171358,5130,376,561
10,14598,1432,6,140
10,291410,6117,832,600
2,168645,205,56,3
10,533397,43681,569,3593
10,87279,3197,49,179
28,1521364,6246,1804,2885
24,123053,2293,55,110
22,252615,22516,48,1643
22,25211,22,1,0
10,1726470,60575,875,4609
2,125255,1247,100,68
17,13686054,432783,9367,21853
10,15598,141,0,29
26,711888,30520,903,2137
10,927856,79631,505,3930
24,2141691,74997,1641,5891
28,77053,2007,50,236
1,3447192,12246,535,1743
24,382354,27393,395,1988
22,88447,1774,67,176
1,1640353,38242,1160,6931
1,2227312,85408,2060,4287
24,345495,10170,230,872
27,3411,61,0,11
27,1016805,25299,998,2705
10,428075,28530,189,2291
25,238220,504,807,658
28,217735,13284,218,2483
23,102334,3245,471,407
22,100731,5210,71,302
24,703133,28349,659,3316
24,436907,7696,346,629
24,50478,1149,260,533
24,3316413,179081,3978,30850
22,4443002,151423,9287,31293
25,56551,1073,354,761
17,1304884,7306,1249,5175
28,973059,78245,1831,12621
1,417741,7268,655,940
22,1431367,41867,1817,3875
22,6987691,279751,271351,85949
24,8795,202,60,69
28,786180,19278,1208,3328
26,547337,31942,655,3183
23,1213185,16818,5553,2636
10,15906520,415114,29669,31425
22,2278284,138872,7077,11177
24,1826347,82533,1336,12968
24,396308,15974,594,2890
17,86898,764,74,170
1,16506,448,30,53
24,5551,103,114,53
24,1266616,11561,1233,1073
25,488750,5814,209,1224
1,818526,3466,443,0
24,970111,39892,1088,3914
23,2583811,119607,3847,4893
26,596689,24701,357,4613
24,4008289,68589,7090,18636
1,152090,1429,37,84
10,1131278,51617,847,2744
25,1096173,2829,1124,2891
23,422209,6278,868,1229
23,279650,11294,195,1225
24,88402,616,242,397
28,21973,42,90,65
26,2119463,111703,1617,7842
24,516614,4888,558,428
10,854361,60258,471,6764
22,273138,13902,653,1632
23,890996,7244,2783,1583
26,56967,2541,47,196
28,1805157,28561,4766,4995
1,104488,6778,501,3069
24,408663,12463,388,1423
25,879197,34415,1185,3837
1,1514361,16325,1138,1964
26,178179,10352,184,1331
17,357897,11347,311,3867
28,307285,2597,113,157
24,1455471,5633,252,695
26,104945,4279,212,760
23,4485662,377360,7406,18987
25,189062,723,120,69
24,299462,6992,166,489
24,70889,253,1,15
10,46266,1900,31,133
10,45303,2415,98,530
23,748105,15750,2544,2154
22,312833,13234,214,1643
25,26002,503,72,175
28,782543,14647,1489,0
22,348985,25763,267,2387
23,2109838,89462,972,17024
22,749633,22525,1666,2550
10,161495,18227,73,907
10,3111683,303621,1257,25994
23,2699490,170737,1658,15830
22,157482,14411,138,840
28,251950,5933,131,495
22,3556295,142856,1698,7679
10,243329,4835,216,281
24,417647,1229,674,982
10,516012,23754,610,1191
22,390932,7406,1882,1059
24,3297192,71169,1412,1681
28,2686196,75577,658,4981
10,1848866,83261,2229,3681
1,1867067,54231,389,1996
24,44921,880,72,263
26,753615,24686,454,3424
26,974932,70591,1035,7140
26,740222,27889,603,2140
26,934171,62221,447,3356
28,2307502,23662,4652,7508
10,2082064,117087,2093,11438
28,794778,38086,804,4038
24,6104,74,0,5
26,269710,14871,223,1352
24,63122,89,2,0
10,15035822,1056548,12656,161642
26,115658,4699,120,448
22,626024,60539,222,3494
23,1356350,38938,519,3713
25,50473,376,59,441
24,362788,17129,657,1411
26,437070,16927,643,2226
25,89671,443,212,1259
10,49107,315,10,18
22,196102,4195,140,526
10,112509,3525,120,262
26,1459882,83321,1017,13144
10,321565,16772,185,559
10,200973,12480,60,463
22,4069,214,0,6
25,74158,461,98,167
27,186262,7257,906,959
22,478859,33925,180,4660
22,919912,10138,872,776
1,1112947,12288,881,1733
22,2059052,39610,1328,4516
17,306432,9181,424,332
10,4719714,268428,4356,19587
24,197295,1989,45,153
24,12396,39,0,5
10,120675,5164,114,857
24,2291406,78078,1776,8720
26,140678,9064,43,174
25,16752,26,131,69
23,1274795,50759,967,3130
28,153118,1344,15,118
24,458189,1347,1640,1129
25,166374,475,515,753
24,4471,23,0,2
10,158834,6712,41,580
2,238057,594,10,54
22,832765,11049,191,853
24,456311,8339,460,1119
24,437333,7274,248,524
1,154997,673,9,36
2,51737,862,10,78
26,690445,29547,668,2286
10,174807,2959,120,578
27,102322,5653,78,547
15,2425974,47999,983,5907
1,5619,237,1,22
17,192089,7006,245,456
26,65192,3938,52,200
24,276105,3623,66,354
24,445518,27190,262,1749
24,38720,218,34,131
28,203736,3684,52,192
28,4744488,35529,7328,13000
10,137441,18498,82,2213
10,107756,12140,47,807
10,94481,2268,378,641
24,6195810,372700,23509,39002
23,754790,3615,862,1264
22,146466,2621,360,1263
10,276034,13739,449,1039
23,3192269,162414,1918,9412
26,1555218,94238,2226,12202
22,8665083,700870,56487,134318
28,994795,38506,1095,4208
17,215449,2973,86,351
10,282005,1028,84,60
24,123721,766,40,55
10,8795,119,3,13
24,673243,44892,689,6739
10,297168,8603,166,390
23,214806,16803,284,2588
10,57920,303,5,33
19,264265,10187,151,1747
10,43650,2344,23,90
10,131490,2717,68,176
24,7195,11,0,2
24,70403,1536,7,120
26,348812,19836,311,1650
26,848558,40760,370,3902
10,3908558,130883,10147,8631
24,2422328,40269,1631,4766
24,163494,332,64,124
28,4801175,103058,12067,21660
1,2243743,47968,872,3543
26,36250,1566,23,182
10,355704,16412,198,1085
10,4108,421,4,45
28,966001,25724,1046,4802
23,1353041,49056,840,3295
10,26232,1968,14,133
10,184273,1043,14,107
26,76413,3777,19,274
22,284397,23482,56,1674
10,344944,13305,477,1083
24,459829,10606,649,1018
10,106586,3605,54,210
1,1887547,113729,3803,21940
22,3245570,223798,1184,18159
24,572561,22532,517,1566
10,108087,7804,39,285
28,1325192,46180,1416,4241
23,1476142,47281,1115,2080
10,324599,6496,859,635
10,191060,5387,408,563
28,1595643,6453,1859,2927
1,1692235,38125,1245,4421
10,1017138,83346,544,4069
24,2631028,84169,1975,6570
10,549720,44225,575,3578
10,109254,4296,75,239
10,2364524,350518,2301,38696
10,2156199,165263,2742,12872
24,99061,10935,66,569
10,20565649,1478119,46477,501435
24,478974,4858,1537,1555
22,113312,663,2059,936
24,391903,971,75,153
19,2012877,46829,1475,5161
24,1461691,22521,1309,1853
1,425398,12705,302,465
1,1525824,124315,445,28875
23,769883,20793,405,3065
24,56807,1037,877,510
24,1319154,42524,1225,4875
27,187003,5571,282,2332
24,227795,3588,724,1553
23,31919,3065,54,242
25,304781,15511,2159,2161
17,644242,5823,422,2986
24,68627,868,228,390
27,223455,9485,50,480
25,178675,627,1012,526
28,990106,33409,837,7726
10,63764,11682,89,1973
25,141058,2067,790,1823
10,312940,34381,282,2698
26,741687,41763,2409,9999
20,10869,167,2,30
24,105017,7451,73,644
24,128415,1576,63,125
15,104645,4101,80,279
24,3549055,185883,4266,32236
1,44193,2668,80,178
25,79301,306,197,112
24,17445,197,17,99
24,223592,7906,183,1349
17,8961,30,88,0
22,4763854,159547,9879,32772
17,1622730,8312,1457,5682
24,30899,1124,102,245
28,1093377,83465,2077,9997
24,1382327,12277,2365,1977
1,521816,8422,777,1041
24,25453,104,52,55
28,866903,20155,1336,3554
17,103590,876,82,197
22,1587575,44221,2057,4065
26,9155,278,22,57
22,7611822,288996,293883,93201
26,695844,36905,803,3488
22,344758,1593,66,254
24,455624,17129,678,3020
23,1273718,17446,5777,2742
28,32867,59,119,92
17,241868,120,33,68
10,44906,5138,78,464
25,696564,6750,298,1007
22,2372757,141479,7634,11593
10,19496639,464107,33974,34684
1,216743,1706,47,115
24,1389767,12413,1323,1144
23,219669,7131,103,337
24,1917979,85528,1401,13253
1,839473,3497,465,0
15,22413,1686,21,14
24,1022750,40957,1146,4086
24,3031,34,2,4
28,140681,2296,186,472
24,134239,846,309,569
23,2755100,124274,4068,5135
26,640425,25614,388,4776
17,69131,244,15,123
10,1456100,60356,1018,3252
23,471036,6911,943,1316
25,1137938,2928,1170,2994
1,115951,7163,568,3282
24,4167511,70131,7297,19103
24,2328,22,0,2
17,372931,11678,321,3955
23,1032913,8083,3008,1724
26,2258595,116427,1703,8218
23,318102,12145,220,1331
28,160225,2408,36,262
10,1002805,63946,480,7116
24,566996,5111,585,474
22,297151,14891,704,1352
22,240137,12298,554,2044
24,432877,12894,414,1461
28,2088810,29100,4783,5131
1,1614047,17164,1161,2083
26,186925,10704,189,1382
24,1671764,5823,259,734
26,61760,2659,51,222
24,95834,298,2,18
23,4603977,384101,7517,19305
25,190342,729,124,77
24,201056,20539,129,2309
26,111887,4525,220,777
28,3987580,26021,8719,0
24,340605,7360,174,506
22,391886,27347,281,2448
10,3514910,314218,1373,26807
23,2166127,90577,985,17373
22,320336,13466,221,1662
28,287017,6382,143,518
23,2759027,173077,1687,15945
24,72899,97,2,7
10,177799,18993,76,817
22,3758620,147601,1788,7908
10,601281,25610,688,1308
10,280951,5327,246,300
24,431648,1258,676,1010
10,47593,2493,98,546
28,2791685,77533,684,5246
22,166760,15048,144,757
22,775666,22997,1719,2658
22,409434,7606,1886,1033
24,3518322,74470,1478,1751
10,51043,2013,31,149
1,2019673,56452,410,2069
24,47803,911,75,280
10,2309878,121436,2210,11722
26,1040485,73342,1087,7302
26,773318,25113,460,2856
1,10249,261,3,27
28,821174,38800,831,4163
10,2023068,87498,2353,3852
26,764433,28630,611,2183
24,6438,76,0,13
26,959832,63408,462,3439
22,653088,61993,235,3554
25,50833,377,60,446
26,120171,4821,121,465
24,207643,2054,47,164
26,281272,15369,227,1392
24,382932,17756,694,1453
26,456727,17396,662,2273
25,90855,447,218,1287
22,209796,4398,146,567
10,49973,326,10,25
2,62054,933,10,97
10,200676,11690,328,461
10,126781,3853,136,281
26,1521371,85745,1045,10315
10,216293,13050,63,483
24,445225,7327,248,534
28,2348649,23861,4687,7608
25,79900,492,115,206
22,4363,226,0,13
22,2123895,40479,1362,4665
22,934381,10270,878,791
28,160545,1423,18,143
22,501481,34455,191,4710
10,370459,18297,208,604
27,195919,7488,930,977
24,12621,39,0,9
24,222677,4123,29,564
10,232176,8959,65,739
25,17019,26,131,78
1,1128296,12387,889,1786
17,315054,9284,432,352
26,144101,9213,43,185
24,2355458,79210,1803,8886
24,468130,1355,1642,1140
10,4990025,273916,4489,19878
25,166754,475,515,799
2,291948,687,10,71
24,4651,24,0,2
1,168793,699,9,44
10,130027,5383,117,917
26,68099,4052,53,208
22,923704,11708,200,936
26,713595,30269,689,2306
24,472460,8544,466,1135
27,2689,25,3,2
10,194613,3195,127,616
10,196113,8841,198,709
23,1303319,51274,983,3175
15,2457564,48412,1001,5911
24,511287,30026,324,1970
10,101864,2369,395,672
27,110725,5796,81,574
24,132561,802,45,64
24,40238,221,36,137
10,35945,2282,17,144
28,4804702,35719,7384,13127
10,131778,13029,65,857
10,153037,19121,88,2286
24,6232518,373824,23701,39144
22,146963,2626,364,1292
10,331980,1184,100,68
23,3280098,164959,2003,9557
28,1077745,40701,1186,4364
22,8808424,706104,57280,135649
23,795384,3717,898,1291
26,1574802,94941,2247,12442
28,206053,3715,53,194
10,9633,137,4,20
10,59537,316,5,40
10,50537,2624,26,100
1,1135047,43384,1902,10376
24,480140,16659,538,2121
1,1311031,43066,1618,8155
23,111973,5723,172,722
22,1512907,138252,4489,19821
27,414950,22413,448,1851
24,71480,5560,849,1672
23,864289,156831,738,14834
26,703228,45898,988,5124
10,334449,28136,208,1669
10,4635501,487060,4426,52345
23,625564,15712,333,728
25,206616,2170,899,1728
24,571105,9667,1405,705
25,174910,885,60,1607
23,242913,10385,325,1002
1,723864,34482,338,1605
10,630742,70815,930,6887
28,619567,36956,952,5381
1,34895,385,114,91
26,413743,13772,130,1534
10,518667,67782,585,3729
23,966197,61822,929,61179
10,4625554,239185,4769,18552
24,366192,19345,235,1000
17,616086,5988,364,2626
24,1096866,3080,202,406
22,302836,1286,4117,1608
22,1293052,49289,1660,4226
23,1403982,47930,1575,3840
22,223223,9518,816,1625
24,48652,367,22,38
24,145412,2409,2772,1335
24,106757,3529,152,380
1,565494,14734,420,518
24,672492,5990,2160,2192
22,580916,1657,73,494
2,125721,374,62,405
27,342604,7838,429,3383
23,1453523,121165,1773,15975
10,30424471,1762428,63990,582624
20,57495,813,27,93
19,2712929,55016,1986,6196
28,209228,7829,237,762
24,2737,5,4,9
24,59848,1577,160,0
24,30721,2013,45,152
23,361789,8193,359,400
25,43655,216,20,309
22,291775,16330,170,3207
1,1977954,141440,572,25637
22,16001,685,21,91
17,6462,9,1,8
24,268536,4091,911,1795
23,1002967,23521,497,3366
24,363089,9525,727,2521
24,306600,13553,155,1039
24,1626151,48674,1359,5407
10,2334998,107706,1525,3911
28,80180,4224,78,536
17,5665,27,6,21
24,42781,1313,163,262
24,78449,967,255,332
27,339150,12233,89,632
10,117006,15226,147,2315
22,75303,2024,92,533
25,217619,784,1337,755
27,380783,13750,195,2498
1,90525,2265,70,231
25,159619,2267,869,2024
10,54660,1744,30,133
28,21086,97,10,71
10,82157,6987,100,549
2,442890,0,0,194
24,66513,2412,218,981
24,25100,406,22,53
24,37294,287,23,126
28,1243109,38280,1014,8793
17,16568,22,3,40
1,433796,11766,326,1265
22,16512,11,0,0
23,74482,4536,25,379
15,167923,5022,103,314
26,891116,46191,2838,10754
27,299418,14124,65,1474
28,1402952,35060,2185,5242
24,36085,131,71,76
28,164812,6948,81,1165
28,104297,3857,130,472
24,56625,1093,133,220
1,59662,3624,99,207
24,259100,8452,215,1459
22,55408,21,1,12
17,8413,23,2,10
24,3669748,190177,4359,27132
25,27512,828,13,157
24,1444656,50919,1239,3060
17,1681166,8432,1491,5031
22,5005454,166469,10127,33916
25,83692,312,218,116
17,116646,56,9,16
24,1637373,14157,2849,1888
28,1217865,89347,2205,10401
17,108762,891,85,158
25,1292047,2038,71,1461
17,11844,37,99,0
1,571327,8966,822,929
17,83417,288,20,159
28,896828,20598,1377,2958
22,390669,1805,72,302
17,341006,134,36,72
26,769005,39433,863,2852
22,7990090,293800,304135,94266
24,488446,17853,698,3139
23,1285313,17588,5802,2748
25,844361,6996,329,1038
17,26829,135,2,20
22,2403392,142708,7749,11482
10,22787997,502597,37538,36467
23,228041,7311,107,338
24,1445091,12846,1357,1147
24,2001345,88388,1457,11496
15,22895,1688,21,14
1,250066,1823,50,119
24,3170,34,2,3
24,1057885,41614,1169,4008
28,37093,61,119,75
24,165899,999,338,573
28,146597,2335,194,484
23,2891328,127796,4219,5371
26,663057,26141,404,4840
23,583550,8033,1041,954
23,344752,12587,235,1358
1,846964,3499,467,0
24,4271785,71114,7431,18958
24,2735,25,0,2
23,1150895,8900,3174,1798
17,385096,12006,326,4061
28,4112187,26609,8982,0
10,1703268,67601,1123,3373
1,122191,7384,593,3143
22,314005,15492,736,1318
10,1161121,67930,522,7469
24,108829,320,2,19
22,248787,12683,566,2096
24,446594,13138,424,1379
26,192937,10880,192,1376
26,63069,2725,53,162
24,395563,7615,184,498
1,18293,294,7,28
28,2218837,29355,4868,5214
26,117199,4674,225,539
24,222861,21781,141,2412
23,4699392,388954,7586,19412
25,191166,730,125,75
1,1689730,17709,1171,2035
22,429424,28624,291,2208
28,168337,2453,36,245
10,49418,2561,98,346
22,326073,13654,222,1716
23,2206513,91418,1002,17577
10,3864917,322474,1450,27422
10,188774,19494,76,807
28,303550,6567,145,560
10,652319,26543,755,1370
22,173696,15463,148,742
24,439139,1277,679,1041
10,319412,5750,272,289
22,3932117,150979,1861,7990
24,80333,106,2,9
28,2860774,78841,690,5333
23,2822860,175347,1710,16202
22,793296,23330,1761,2695
10,53740,2078,31,146
1,2125368,57482,419,2083
10,2517566,124876,2318,12000
28,837476,39223,841,4158
10,2172912,90925,2464,3963
26,1091561,75196,1139,7456
24,6668,77,1,17
22,425684,7817,1893,989
26,1561336,87097,1065,10525
22,677750,63206,247,3616
26,785534,29247,624,2218
26,979551,64289,465,3450
25,51110,378,60,433
24,215640,2105,47,169
24,396776,18156,716,1487
22,219221,4532,152,553
25,91572,448,221,1024
26,469986,17749,676,2303
10,50664,331,11,17
26,291348,15749,233,1330
2,72124,1018,13,93
28,2379689,24008,4727,7665
24,483496,1369,1645,1115
22,4672,234,0,0
10,142463,4231,148,279
22,2162240,41032,1384,4737
22,515000,34727,195,4722
